Employee_ID,Age,Gender,Department,Years_at_Company,Monthly_Salary,Education_Level,Num_Trainings,Work_Life_Balance,Job_Satisfaction,Attrition,Performance_Rating
1426,29,Female,R&D,27,197103.15,2,9,4,4,No,3.59
1427,50,Male,Admin,10,183753.86,1,9,2,3,No,1.99
1428,47,Female,HR,14,173322.26,4,8,1,4,No,1.07
1429,31,Female,HR,24,29463.39,5,10,3,2,No,2.09
1430,47,Female,IT,25,38794.77,3,3,1,2,No,2.17
1431,55,Female,Sales,24,122416.97,4,2,2,5,No,1.97
1432,28,Male,HR,21,115666.26,3,5,2,3,No,2.3
1433,25,Male,R&D,28,102433.38,4,1,4,2,No,3.3
1434,32,Female,HR,18,91422.08,3,3,3,4,No,3.35
1435,50,Male,R&D,0,97617.89,2,1,3,5,No,1.71
1436,57,Female,Admin,3,122473.63,1,3,1,4,No,2.23
1437,46,Female,Admin,13,20373.77,1,4,3,3,No,2.75
1438,42,Male,Finance,13,66927.58,2,7,1,5,No,1.28
1439,57,Male,Finance,2,113290.35,4,5,2,5,No,2.06
1440,31,Male,R&D,29,149998.9,5,5,2,5,No,3.46
1441,58,Female,Sales,27,51348.2,4,1,2,1,No,2.81
1442,30,Male,HR,16,118438.61,1,8,2,5,No,2.84
1443,45,Female,HR,2,148602.74,5,4,2,4,No,2.4
1444,56,Male,Finance,15,100032.98,3,10,1,4,No,1.76
1445,56,Male,R&D,13,24874.6,5,5,2,3,No,1.15
1446,57,Female,HR,29,100868.27,4,2,1,2,No,1.93
1447,39,Female,HR,19,73360.08,2,1,2,2,No,2.74
1448,53,Female,Sales,28,187336.93,3,9,1,1,No,2.36
1449,45,Female,IT,12,42430.41,4,2,1,5,No,3.46
1450,44,Female,Finance,14,137445.67,3,6,1,1,No,1
1451,53,Female,Finance,13,29489.56,5,1,3,3,No,2.67
1452,58,Female,IT,23,100310.68,1,1,1,3,No,2.63
1453,33,Female,HR,24,119716.31,4,9,1,2,No,1.86
1454,34,Male,Sales,18,73631.89,2,4,2,3,No,2.59
1455,44,Female,Sales,5,101913.61,5,9,1,5,No,2.02
1456,46,Female,Finance,9,49439.68,4,5,1,4,No,2.08
1457,56,Male,Sales,26,74742.29,2,7,4,3,No,3.34
1458,51,Female,Admin,14,131799.14,4,1,3,1,No,2.09
1459,38,Male,IT,20,74324.01,5,6,4,5,No,3.34
1460,41,Male,HR,21,181953.75,4,8,2,3,No,3.24
1461,46,Female,Admin,19,133113.25,3,1,3,3,No,2.34
1462,43,Male,IT,25,98956.82,5,9,3,5,No,4.29
1463,34,Female,R&D,5,26976.25,4,3,4,3,No,1.39
1464,40,Male,Finance,22,109918.7,1,1,3,4,No,2.41
1465,57,Male,Sales,24,157659.72,4,1,4,2,No,2.14
1466,33,Male,R&D,9,67800.37,3,6,1,5,No,2.63
1467,40,Female,Sales,6,165219.24,2,6,4,1,No,1
1468,33,Female,Admin,21,65325.22,2,1,3,3,No,3.3
1469,30,Male,HR,16,168274.35,2,3,3,2,No,1.74
1470,28,Male,HR,17,35348.3,1,7,2,1,No,1.75
1471,49,Female,HR,16,175913.07,3,10,2,1,No,1.82
1472,35,Female,Sales,8,109853.56,5,3,2,4,No,1.49
1473,52,Male,R&D,9,73376.77,2,3,2,2,No,1
1474,40,Male,HR,9,67720.39,3,3,3,5,No,2.69
1475,37,Female,R&D,24,97761.9,4,7,2,2,No,2.06
1476,26,Female,Sales,6,199828.91,1,4,4,2,No,1.95
1477,56,Female,Admin,15,59658.93,3,4,1,1,No,1
1478,33,Female,R&D,28,38579,3,3,3,4,No,3.02
1479,46,Female,Admin,17,125306.33,5,10,2,4,No,2.36
1480,42,Male,Sales,5,107937.64,3,9,3,2,No,1
1481,57,Female,Sales,26,114355.33,5,2,2,2,No,2.8
1482,44,Male,Finance,19,140048.38,1,4,3,3,No,2.07
1483,37,Female,Sales,0,68085.93,1,8,2,1,Yes,1.45
1484,35,Male,Sales,0,183919.7,4,6,1,5,No,1.35
1485,52,Female,IT,11,98420.97,5,7,2,5,No,2.19
1486,26,Female,HR,20,43235.52,5,7,4,4,No,2.38
1487,56,Male,Finance,27,153613.78,2,2,3,1,No,2.82
1488,44,Male,Finance,1,135758.78,2,4,3,4,No,2.08
1489,50,Female,Finance,3,76833.81,4,10,4,5,No,3.15
1490,32,Female,IT,16,131873.37,1,10,4,2,No,2.1
1491,39,Female,Admin,3,59575.15,2,6,1,1,No,1
1492,33,Female,Sales,10,100071.08,3,3,3,1,No,1
1493,30,Female,HR,21,181894.25,1,9,1,3,No,1.84
1494,31,Male,R&D,25,44036.16,3,4,3,2,No,2.54
1495,38,Male,Admin,3,89605.36,5,10,3,2,No,1.54
1496,59,Female,Sales,0,167805.64,1,2,1,4,No,2.31
1497,28,Male,IT,6,194508.36,4,6,3,1,No,1
1498,34,Male,Sales,29,101706.7,5,1,3,4,No,3.36
1499,30,Male,Sales,17,111259.93,5,6,1,2,No,1.46
1500,48,Female,IT,8,122990.95,3,10,2,3,No,1.74
1501,23,Male,Finance,28,187822.67,5,1,1,1,No,1.95
1502,26,Female,Finance,2,174477.22,2,8,3,2,No,1.2
1503,50,Male,HR,7,50708.2,1,5,4,3,No,1.48
1504,58,Female,HR,28,98616.41,2,6,2,5,No,2.64
1505,59,Male,Finance,23,103520.08,3,2,4,2,No,2.42
1506,40,Female,Admin,18,162037.3,3,2,2,5,No,2.09
1507,29,Female,R&D,3,128520.72,1,9,4,4,No,2.09
1508,22,Male,Sales,17,137759.68,5,3,2,5,No,2.62
1509,43,Female,R&D,19,199675.98,4,6,1,2,No,1
1510,38,Female,Sales,26,33492.81,3,10,2,5,No,4.17
1511,28,Female,Finance,10,60141.77,1,5,2,1,No,1.24
1512,46,Female,HR,26,93421.27,4,4,2,2,No,1.08
1513,25,Female,Admin,13,82600.83,5,10,3,3,No,2.27
1514,57,Female,HR,24,23896.2,3,2,4,5,No,3.4
1515,27,Female,R&D,17,36519.97,1,8,1,1,No,1
1516,52,Female,HR,27,142571.59,1,10,4,4,No,3.5
1517,40,Male,Finance,27,178278.4,1,7,4,4,No,2.88
1518,48,Male,Admin,28,112560.86,3,2,1,5,No,3.2
1519,31,Female,R&D,15,117054.39,4,6,3,4,No,2.2
1520,47,Female,Admin,2,65916.82,1,8,2,3,No,1
1521,40,Male,Sales,14,158217.75,5,7,3,2,No,1.89
1522,24,Male,HR,26,155323.03,1,1,3,1,No,1.39
1523,34,Male,Admin,26,125905.82,4,5,2,5,No,3.16
1524,49,Female,IT,30,58279.57,3,2,4,4,No,3.83
1525,41,Male,HR,3,37463.28,1,6,2,2,No,1.79
1526,49,Female,Sales,4,31562.94,1,7,1,3,No,1.84
1527,29,Female,Admin,16,126685.29,5,7,2,4,No,3.08
1528,22,Male,R&D,6,168506.36,5,3,4,4,No,2.07
1529,24,Female,Sales,15,174499.48,1,7,3,1,No,1.14
1530,34,Female,IT,13,103451.97,1,5,3,3,No,2.56
1531,49,Female,Admin,25,161168.83,5,8,2,3,No,2.29
1532,46,Female,Finance,15,190438.44,4,8,1,5,No,2.45
1533,54,Male,HR,6,69530.62,2,7,4,1,No,1.77
1534,59,Male,R&D,8,91632.86,2,6,3,5,No,3.51
1535,27,Female,Finance,3,187666.22,1,2,2,1,No,1.11
1536,53,Female,Admin,29,80881.57,5,6,1,3,No,2.65
1537,42,Male,Admin,29,184497.73,3,9,1,1,No,1.39
1538,37,Female,Sales,21,196588.08,3,2,3,1,No,2.53
1539,42,Male,Admin,10,139125.93,2,1,3,1,No,1.6
1540,32,Female,R&D,1,167040.25,4,5,4,2,No,1.28
1541,58,Female,Finance,11,154918.2,2,6,1,2,No,1.12
1542,57,Male,R&D,11,145916.17,1,3,4,3,No,2.05
1543,56,Male,IT,29,75247.59,4,8,1,1,No,1.97
1544,40,Male,IT,3,30276.98,3,7,1,3,No,1
1545,41,Male,HR,17,81749.31,5,2,2,2,No,2.46
1546,39,Female,HR,25,140048.48,5,7,3,1,No,2.67
1547,35,Male,IT,20,38455.26,1,1,1,5,No,2.62
1548,36,Female,Admin,30,22145.24,2,9,4,2,No,2.7
1549,52,Male,R&D,6,45144.63,1,7,3,2,No,1.49
1550,22,Male,IT,28,148832.47,5,6,4,2,No,2.87
1551,24,Female,HR,0,195102.87,3,2,3,1,No,1
1552,37,Male,IT,30,196951.65,5,3,3,4,No,3.8
1553,44,Male,Admin,25,108916.25,4,1,1,5,No,2.24
1554,32,Male,IT,25,176483.41,5,10,2,5,No,2.79
1555,33,Male,R&D,22,152628.76,5,5,1,3,No,2.59
1556,31,Female,Finance,25,110187.24,4,9,3,1,No,2.31
1557,53,Female,Admin,12,123096.9,2,6,1,2,No,1.06
1558,37,Male,HR,5,44700.89,5,5,1,4,No,1.85
1559,29,Male,R&D,5,188779.06,1,3,3,1,No,1
1560,59,Male,IT,11,83347.36,5,5,3,1,No,1.29
1561,33,Female,IT,7,100306.87,1,8,1,4,No,2.27
1562,45,Female,Finance,23,140898.84,4,2,1,2,No,2.42
1563,49,Female,HR,21,80102.44,5,5,1,1,No,1.69
1564,29,Female,HR,18,65766.65,4,6,4,5,No,2.67
1565,49,Male,Sales,4,133588.89,4,10,1,5,No,1.71
1566,57,Male,HR,17,24497.13,2,8,4,4,No,2.9
1567,47,Male,Finance,30,149730.52,5,8,2,2,No,3.23
1568,29,Female,Sales,29,112524.21,1,5,4,4,No,2.56
1569,49,Male,Sales,4,129035.67,1,9,1,1,No,1
1570,49,Female,IT,29,133738.43,5,4,2,5,No,3.91
1571,58,Female,IT,24,114869.03,2,9,4,3,No,3.58
1572,57,Male,HR,9,124856.08,2,7,4,4,No,2.42
1573,48,Male,Sales,0,143081.88,2,6,3,3,No,2.27
1574,38,Male,IT,9,155561.39,1,4,2,3,No,1.38
1575,30,Female,Finance,4,150941.43,4,2,3,5,No,1.55
1576,54,Female,IT,11,176530.96,2,8,2,4,No,2.55
1577,41,Male,Admin,21,54099.82,1,6,4,3,No,3.4
1578,34,Male,Admin,29,92206.63,1,3,3,1,No,2.99
1579,49,Female,IT,26,190603.29,4,7,1,2,No,1.67
1580,50,Male,Sales,6,91386.3,5,10,4,2,No,1.8
1581,34,Female,Sales,8,42476.61,5,7,2,5,No,2.72
1582,56,Female,R&D,21,114580.12,2,6,2,4,No,2.8
1583,27,Male,Admin,20,39708.38,2,2,3,4,No,3.52
1584,39,Male,Finance,11,56513.58,4,8,3,2,No,1.55
1585,26,Male,Sales,22,199697.38,2,1,2,1,No,1.76
1586,46,Male,HR,28,117445.27,4,1,4,2,No,2.92
1587,23,Female,Admin,0,71130.51,1,6,3,2,No,1.62
1588,31,Female,Finance,10,199059.49,2,5,1,4,No,1.8
1589,51,Female,Finance,29,193980.61,1,9,2,3,No,3.21
1590,26,Male,Sales,20,99333.03,3,7,1,1,No,2.3
1591,54,Female,Finance,14,66872.56,4,2,2,4,No,2.04
1592,22,Male,Sales,1,170911.93,3,7,1,2,Yes,1
1593,39,Male,IT,19,148811.73,2,3,4,3,No,3.13
1594,53,Male,Admin,6,143649.46,1,1,2,1,No,1.96
1595,32,Male,R&D,20,180760.47,2,8,4,5,No,3.62
1596,42,Male,IT,11,144095.08,3,3,3,1,No,1.06
1597,47,Male,Admin,21,71083.63,2,8,2,1,No,1.85
1598,46,Female,Sales,17,144895.37,5,7,4,2,No,2.73
1599,43,Male,Admin,2,75046.43,3,2,1,2,No,1
1600,48,Female,Sales,6,156663.02,2,1,4,5,No,2.06
1601,34,Female,IT,10,131554.61,1,7,2,5,No,2.23
1602,54,Male,HR,17,33934.08,2,1,4,5,No,3.48
1603,55,Male,HR,11,112310.37,1,6,1,4,No,1.27
1604,56,Male,Admin,5,81794.17,5,10,1,4,No,1.3
1605,22,Female,HR,4,79142.71,2,10,1,2,No,1.14
1606,42,Male,Sales,25,128406.13,5,8,3,2,No,3
1607,27,Female,Finance,0,78018.47,3,7,2,5,No,2.05
1608,49,Male,Sales,11,159840.87,1,4,1,4,No,2.14
1609,38,Male,Finance,26,32742.46,3,1,3,3,No,3.3
1610,26,Female,IT,30,138869.89,1,1,1,4,No,3.7
1611,52,Female,R&D,25,165655.06,5,4,4,2,No,3.39
1612,26,Male,Finance,10,141109.7,4,5,2,4,No,1.08
1613,59,Female,HR,3,109501.26,2,7,4,2,No,1.6
1614,24,Female,Sales,26,191055.26,5,4,3,5,No,3.86
1615,44,Female,IT,17,73988.93,1,10,4,5,No,4
1616,58,Female,HR,3,23450.22,1,1,4,5,No,2.77
1617,58,Female,IT,16,97758.09,1,10,1,3,No,1.47
1618,31,Male,R&D,1,25942.15,1,7,4,3,No,1.39
1619,31,Male,Sales,28,191708.62,2,2,1,2,No,1.85
1620,40,Female,Admin,23,57785.25,3,2,1,1,No,1.8
1621,38,Male,Sales,21,162006.86,4,8,2,3,No,2.11
1622,42,Male,R&D,1,159422.97,2,10,3,2,No,1
1623,35,Female,Sales,11,59191.2,1,10,3,4,No,1.76
1624,30,Male,Admin,30,131820.78,2,10,3,5,No,3.38
1625,22,Female,Finance,5,28654.21,5,5,1,5,No,1.27
1626,34,Female,IT,9,107043.43,1,10,3,5,No,1.94
1627,25,Male,Admin,24,22636.48,4,2,1,2,No,3.03
1628,22,Female,HR,22,185805.9,1,5,2,5,No,3
1629,53,Female,R&D,24,195695.48,4,8,3,3,No,2.51
1630,55,Female,Finance,20,60010.9,4,6,1,4,No,2.73
1631,49,Female,HR,22,57459.09,3,3,3,5,No,3.77
1632,52,Female,HR,26,155669.63,3,8,3,2,No,3.62
1633,29,Male,R&D,15,65608.29,2,9,2,4,No,3.2
1634,47,Male,Finance,30,181113.78,2,5,4,5,No,4.02
1635,55,Female,HR,13,123307.24,4,2,3,1,No,1
1636,24,Female,HR,6,83139.97,1,2,2,5,No,1.7
1637,33,Male,Finance,27,169884.87,5,7,3,3,No,2.65
1638,22,Female,Sales,27,108813.21,5,1,3,4,No,3.4
1639,26,Male,HR,18,184093.92,1,10,3,3,No,2.45
1640,51,Female,IT,22,187042.56,1,2,3,1,No,1.26
1641,51,Female,Finance,16,49775.63,3,10,4,1,No,1.07
1642,38,Female,HR,8,20418.21,5,4,4,3,No,2.23
1643,44,Female,R&D,25,197107.57,4,1,3,4,No,3.11
1644,36,Female,Admin,12,183104.76,2,4,3,1,No,1.4
1645,58,Female,IT,21,29980.14,3,10,2,1,No,1.99
1646,42,Female,Admin,4,169946.17,5,5,2,5,No,2.72
1647,35,Male,Admin,22,102404.89,1,9,1,2,No,2.06
1648,23,Male,HR,4,66613.09,5,1,4,1,No,1
1649,32,Male,IT,9,178174.37,4,5,3,4,No,3.21
1650,59,Female,IT,20,55400.1,3,2,4,4,No,2.91
1651,55,Female,Sales,26,190514,1,9,2,5,No,3.22
1652,59,Female,Admin,9,57011.87,4,6,4,4,No,2.12
1653,55,Female,IT,26,130462.97,2,2,4,5,No,3.06
1654,39,Female,Sales,6,60155.54,3,3,3,1,No,1
1655,51,Female,Finance,25,118220.36,4,8,3,1,No,1.54
1656,36,Female,Sales,14,143115.52,4,1,2,1,No,1
1657,48,Male,R&D,6,54241.03,1,3,3,1,No,1.12
1658,55,Female,HR,28,113759.44,2,10,2,2,No,2.95
1659,59,Male,Finance,26,104430.75,4,1,2,2,No,1.81
1660,54,Male,Finance,14,32786.74,3,8,1,1,No,2.48
1661,45,Female,R&D,2,167295.41,4,1,1,4,No,2.19
1662,36,Female,Sales,18,80422.83,5,5,1,5,No,2.59
1663,51,Male,HR,9,123424.8,3,4,4,3,No,1.59
1664,38,Male,Sales,27,112661.16,3,7,1,5,No,2.25
1665,26,Female,IT,28,112386.89,4,5,3,3,No,2.84
1666,50,Female,Sales,14,39300.03,1,8,3,3,No,2.23
1667,25,Male,Finance,2,96226.76,3,1,1,1,No,1
1668,31,Female,HR,5,101426.02,5,5,4,3,No,2.48
1669,38,Female,Sales,11,152055.71,1,4,2,1,No,2
1670,31,Female,HR,14,171203.39,1,3,4,2,No,2.34
1671,38,Male,HR,5,118096.81,1,5,4,4,No,2.51
1672,41,Male,IT,12,35620.93,3,10,2,3,No,1.74
1673,45,Male,IT,28,62632.9,1,3,2,4,No,3
1674,26,Female,Finance,18,49688.12,4,8,2,1,No,1.81
1675,55,Female,R&D,2,42430.71,1,3,3,3,No,1.44
1676,27,Male,HR,7,85861.87,5,1,2,5,No,2.58
1677,23,Male,R&D,7,61290.83,2,9,2,2,No,1
1678,34,Male,Finance,22,59294.56,5,9,4,2,No,2.13
1679,32,Female,HR,25,29844.77,3,6,4,3,No,2.43
1680,44,Male,HR,19,23180.61,1,10,1,2,No,1.42
1681,37,Male,Admin,14,38498.28,1,1,4,5,No,2.86
1682,52,Female,R&D,3,50995.55,4,8,2,4,No,2.26
1683,32,Female,Sales,18,97577.07,1,2,3,5,No,3.02
1684,37,Female,IT,20,111893.65,5,9,4,2,No,1.76
1685,29,Male,Sales,2,45306.55,3,8,4,4,No,1.4
1686,25,Female,R&D,12,96461,2,3,2,5,No,2.29
1687,25,Female,IT,7,81514.79,1,5,4,1,No,1.87
1688,46,Male,Sales,22,53016.26,2,9,4,1,No,2.9
1689,24,Female,Admin,15,21231.33,1,1,2,4,No,1.55
1690,53,Male,IT,12,104063.22,3,9,4,4,No,2.79
1691,24,Male,HR,2,143417.31,5,4,3,4,No,1.7
1692,48,Female,Sales,15,60729.92,3,4,1,1,No,1.09
1693,50,Female,IT,8,43725.23,2,4,4,5,No,2.17
1694,53,Female,Admin,27,179667.69,1,10,3,4,No,3.04
1695,40,Female,IT,13,69504.46,2,9,4,1,No,1.2
1696,42,Female,IT,12,60250.27,5,6,1,4,No,1.87
1697,26,Female,Admin,20,174277.45,3,8,2,4,No,3.17
1698,39,Male,Sales,24,167079.28,2,4,1,4,No,2.92
1699,49,Male,Finance,6,100702.36,2,3,4,1,No,2.36
1700,43,Female,Sales,14,108063,5,1,1,5,No,2.66
1701,42,Male,R&D,6,59194.77,1,10,1,1,No,1
1702,27,Female,Admin,5,34094.3,2,7,2,1,No,1.23
1703,22,Male,Sales,1,123217.73,5,4,4,4,No,1.66
1704,26,Male,IT,8,37702.09,1,8,1,3,No,1
1705,33,Male,Admin,21,100869.42,1,3,1,3,No,2.55
1706,47,Female,HR,23,189289.5,3,1,2,3,No,1.55
1707,55,Male,Sales,16,191510.19,5,5,3,1,No,2.26
1708,35,Female,Admin,4,63079.81,1,2,4,4,No,2.58
1709,47,Male,Sales,11,132340.42,3,3,3,3,No,1.63
1710,48,Male,Admin,0,105333.73,4,6,3,2,No,1
1711,30,Male,IT,9,177623.32,5,3,2,2,No,1.44
1712,47,Male,HR,10,68857.56,4,3,2,2,No,1.04
1713,43,Male,HR,15,20666.43,1,6,4,5,No,3.32
1714,51,Female,R&D,13,49261.02,5,5,3,4,No,2.76
1715,38,Female,Admin,7,82914.1,3,10,1,1,No,1
1716,47,Male,Sales,23,76829.8,1,9,3,1,No,1.64
1717,57,Male,HR,16,162445.33,5,1,2,4,No,2.38
1718,22,Male,HR,24,142500.92,5,3,1,5,No,3.47
1719,29,Male,Finance,17,73920.14,4,3,1,4,No,2.58
1720,56,Female,Finance,11,102393.89,1,6,2,5,No,1.28
1721,36,Male,HR,24,37200.64,3,8,1,3,No,2.15
1722,43,Female,Admin,16,181666.36,3,3,3,3,No,2.54
1723,35,Male,R&D,27,188376.47,1,3,2,5,No,2.85
1724,47,Female,HR,25,196364.64,1,6,4,4,No,2.81
1725,49,Male,IT,13,176339.51,2,8,2,3,No,1.58
1726,44,Male,Sales,15,51312.96,4,6,4,4,No,2.6
1727,35,Female,R&D,13,28315.37,1,10,4,3,No,1.86
1728,45,Male,IT,8,124327.41,1,3,2,4,No,2.33
1729,23,Male,R&D,3,184268.9,2,4,2,4,No,1.32
1730,47,Male,IT,24,51923.25,2,1,4,2,No,2.08
1731,35,Female,Sales,22,21267.72,5,8,4,5,No,3.2
1732,28,Male,Sales,10,164989.29,3,4,1,1,No,1.74
1733,24,Male,Finance,5,33823.22,4,6,2,5,No,2.41
1734,44,Female,Admin,14,94467.09,5,3,2,4,No,2.59
1735,39,Female,IT,4,142199.72,1,6,1,4,No,1.74
1736,59,Female,Finance,10,62623.57,2,9,2,5,No,1.93
1737,56,Male,IT,24,35113.26,3,9,1,4,No,2.28
1738,36,Male,Finance,17,158603.82,5,10,1,3,No,1.55
1739,46,Male,Sales,29,133431.52,3,3,2,4,No,3.6
1740,58,Female,R&D,12,197928.29,2,3,3,5,No,2.85
1741,49,Male,Finance,10,81975.45,5,4,4,5,No,1.97
1742,31,Male,IT,13,31117.23,5,7,2,5,No,3.28
1743,38,Female,IT,27,152183.01,3,3,3,2,No,2.38
1744,43,Female,Admin,17,113912.02,2,10,1,2,No,1.98
1745,47,Female,Sales,26,58376.71,1,8,3,2,No,3.03
1746,46,Female,IT,27,160711.22,5,8,2,2,No,1.07
1747,38,Female,HR,30,56675.99,1,6,2,2,No,2.73
1748,34,Male,R&D,24,66919.1,2,4,3,2,No,2.27
1749,41,Female,Finance,27,36655.14,5,5,2,2,No,1.14
1750,46,Male,Admin,18,91897.81,5,2,4,5,No,2.63
1751,25,Male,R&D,23,95407.26,1,6,3,1,No,1.82
1752,31,Female,Sales,26,112621.12,4,3,1,2,No,2.52
1753,24,Female,Admin,14,147613.57,1,6,3,5,No,2.71
1754,39,Female,Finance,8,183098.17,1,5,3,1,No,1.37
1755,57,Male,Finance,7,44792.14,4,2,3,2,No,1.37
1756,43,Female,HR,19,29782.66,2,5,3,1,No,2.39
1757,55,Female,Sales,27,23335.62,2,5,1,1,No,2.11
1758,29,Female,Admin,0,45851.85,5,9,1,3,No,1.18
1759,40,Female,Admin,3,138430.91,3,8,1,4,No,1
1760,58,Female,IT,13,150945.87,3,7,3,3,No,2.21
1761,27,Male,HR,24,161571.03,5,3,4,1,No,3.69
1762,47,Male,HR,1,63867.48,3,10,4,5,No,2.75
1763,55,Male,Admin,15,75061.07,1,4,1,2,No,1.18
1764,27,Female,Admin,2,106964.24,1,6,4,4,No,3.03
1765,58,Female,R&D,25,31372.96,4,3,4,2,No,2.26
1766,54,Female,R&D,7,130005.47,4,9,4,5,No,3.01
1767,43,Male,R&D,5,197072.31,5,8,4,4,No,2.23
1768,42,Female,HR,15,84945.14,5,6,4,3,No,2.54
1769,27,Female,IT,23,155512.55,5,4,2,1,No,1.96
1770,27,Female,Finance,15,110006.1,1,7,1,5,No,2.33
1771,25,Male,R&D,6,43006.13,3,3,3,1,No,1.01
1772,51,Female,IT,29,124802.74,5,10,4,1,No,1.89
1773,32,Male,Sales,12,73977.37,5,8,2,2,No,1.04
1774,51,Female,R&D,12,26192.58,1,1,3,5,No,2.87
1775,52,Male,Finance,4,134287.35,1,3,2,1,No,1
1776,45,Male,Sales,24,174607.82,1,5,4,3,No,2.44
1777,30,Male,Sales,19,82058.56,3,5,4,4,No,4.36
1778,24,Female,Finance,21,90253.2,5,10,4,5,No,4.59
1779,52,Female,R&D,17,180383.9,2,2,4,2,No,2.54
1780,58,Male,HR,14,166449.59,2,10,3,5,No,3.16
1781,57,Male,Finance,17,148691.51,5,8,3,2,No,1.64
1782,45,Female,Finance,1,64783.47,5,5,2,4,No,1.06
1783,52,Female,Finance,9,183839,5,7,1,3,No,1.38
1784,27,Male,Sales,22,47794.84,5,7,4,1,No,2.2
1785,23,Female,IT,12,132818.69,3,5,2,5,No,2.86
1786,41,Female,HR,17,25184.21,2,8,2,2,No,1
1787,49,Female,R&D,14,135869.57,4,9,2,4,No,3.37
1788,32,Female,R&D,30,69885.98,2,4,4,1,No,2.72
1789,25,Male,IT,11,100941.86,2,4,4,4,No,1.77
1790,36,Female,Finance,14,82147.62,1,8,2,3,No,2.08
1791,27,Female,HR,12,51096.22,5,1,4,1,No,1.25
1792,51,Male,R&D,17,131956.54,5,4,2,1,No,1.06
1793,59,Male,Admin,14,178755.6,5,6,3,1,No,1.07
1794,23,Female,R&D,24,192635.16,1,4,4,2,No,2.47
1795,36,Female,Finance,22,54622.35,3,6,3,1,No,3.05
1796,32,Female,Admin,10,149127.1,3,5,1,4,No,1.95
1797,29,Female,IT,18,139581.09,4,9,4,2,No,2.65
1798,47,Male,HR,2,81808,3,10,1,1,No,1.07
1799,26,Male,IT,6,23437.86,3,9,2,4,No,1.83
1800,27,Male,IT,20,144162.42,5,4,4,4,No,2.42
1801,47,Female,HR,25,190189.07,2,4,4,5,No,2.75
1802,25,Female,HR,13,133781.62,3,8,4,4,No,2.46
1803,40,Female,R&D,13,98352.69,3,10,1,3,No,2.32
1804,41,Female,R&D,21,114527.7,1,4,1,1,No,2.02
1805,54,Male,HR,12,55933.19,4,2,2,1,No,1.43
1806,41,Male,Admin,11,155097.95,1,2,3,1,No,1.64
1807,33,Female,Sales,23,154355.57,5,1,3,4,No,2.88
1808,22,Male,R&D,8,46193.11,2,5,1,4,No,1.56
1809,47,Female,Sales,0,178036.11,4,6,4,1,No,1
1810,35,Female,Admin,18,68454.15,1,9,3,2,No,1.36
1811,59,Male,HR,10,196806.09,3,5,3,2,No,2.6
1812,58,Female,Admin,22,88922.54,3,6,1,3,No,2.29
1813,32,Female,R&D,21,52019.13,4,6,2,5,No,2.73
1814,57,Male,IT,22,83309.62,3,3,1,3,No,3.11
1815,34,Female,HR,23,99232.46,1,4,1,1,No,2.66
1816,24,Female,Finance,21,32475.4,1,1,4,1,No,3.52
1817,54,Male,Sales,18,124079.31,3,4,1,1,No,1.28
1818,27,Female,Admin,17,127573.84,3,1,4,5,No,3.2
1819,31,Male,HR,11,153007.48,5,5,2,4,No,2.48
1820,26,Female,Admin,22,25250.58,2,8,4,5,No,4.23
1821,44,Male,HR,27,117422.88,4,8,2,3,No,2.68
1822,31,Male,R&D,27,29523.34,1,5,2,4,No,2.46
1823,23,Male,R&D,27,146205.96,4,10,2,4,No,2.57
1824,34,Female,R&D,26,30031.04,5,2,1,3,No,2.99
1825,23,Male,Admin,0,184111.01,1,6,4,4,No,2.31
1826,41,Male,Finance,18,146374.86,5,1,3,2,No,2.01
1827,22,Male,R&D,27,111330.16,5,7,1,3,No,2.33
1828,58,Male,HR,26,99470.71,3,4,2,3,No,2.51
1829,30,Male,R&D,19,43521.07,4,5,3,2,No,2.77
1830,38,Female,IT,28,72379.89,4,6,1,5,No,2.71
1831,30,Female,R&D,29,176412.64,3,1,3,5,No,2.94
1832,32,Female,Admin,16,182801.51,4,9,2,5,No,3.61
1833,36,Female,Finance,4,20134.59,3,10,3,4,No,2.01
1834,45,Female,IT,25,126944.55,1,4,3,2,No,2.41
1835,59,Female,Admin,2,149474.11,5,8,2,3,No,1.74
1836,56,Female,Admin,1,131374.46,5,5,3,3,No,1.06
1837,51,Male,Admin,30,34702.36,4,8,1,3,No,2.98
1838,52,Female,HR,2,59190.48,2,1,3,4,No,1.71
1839,26,Male,Admin,7,65061.25,5,8,4,4,No,2.91
1840,35,Male,HR,15,169710.43,3,4,1,5,No,1.68
1841,32,Female,Admin,5,103375.9,2,2,3,4,No,2.28
1842,30,Male,Sales,12,107629.08,2,6,4,5,No,2.78
1843,55,Male,IT,29,188280.75,5,2,4,5,No,3.4
1844,33,Male,Sales,22,134675.46,5,5,4,3,No,3.19
1845,56,Male,Admin,27,181760.19,5,2,3,4,No,3.08
1846,56,Female,IT,21,102171.59,3,3,2,5,No,3.18
1847,22,Female,IT,21,46898.53,2,6,4,2,No,3.08
1848,43,Female,Finance,15,187388.41,4,1,2,2,No,2.15
1849,50,Female,Sales,27,102566.92,3,6,1,4,No,2.21
1850,29,Female,Finance,15,52693.66,1,3,2,3,No,1.78
1851,32,Female,IT,2,74431.23,5,7,2,3,No,1.63
1852,58,Female,HR,27,29144.47,2,2,2,5,No,3.65
1853,35,Female,IT,12,104294.11,3,6,2,4,No,2
